eacb2d830306864d55f9fd098ddf4b3d6a7b3482	Not recognized code or console output.
eacbe994def13034415e85aa483b09b7220aaf94	Code in Rust.
eac8e92053e28d3146bab101baac72e3d1baef68	Human readable file, language: en.Topics found: [('server logs', 0.23524854), ('torrent info', 0.25199586), ('meaningful content', 0.4056944)].
eace65712f6ea330109be6ffd15552292d1c22b5	Not recognized code or console output.
eac58634b59f2662a8ecb6fea149f7ca10c58949	Code in HTML.
eacee4692e029584feb830f83d938501b1439657	Human readable file, language: en.Topics found: [('server logs', 0.30632746), ('torrent info', 0.42498884)].
eac8d03eb45e0d558fe2ad81041ab2f85c7f8961	Code in C++.
eacc31177d2f0e9f47d9983e32be6444b18c1f46	Code in C#.
eacecb272d2717bd5b25a79e37b2bc8d7cc524e5	Code in HTML.
eace1ad33bb9d6169257b56c34f30dc5bdd7ed9c	Code in CSS.
eac8fd00d718d030616edd3c5aca5080c859ba42	Code in SQL.
eacf380f6c45b9d29914aa350b9de49f000f06a3	Code in SQL.
eac06d3b2337f8ebe60b60d4df163c8eb6103aca	Code in SQL.
eacb26debf6076afbb7ec9bab3fc37ab2922af13	Code in HTML.
eac17a27885370dfdf46a8c8bda85c376eb63bf3	Human readable file, language: en.Topics found: [('server logs', 0.34558558), ('meaningful content', 0.336683)].
eacee49f46b46b5126e05d66f0b77a169e9d66b3	Code in Shell.
eac21ab49e7f21d8bc6ded8daad0b14e13449acc	Human readable file, language: en.Topics found: [('server logs', 0.29446918), ('torrent info', 0.1787876), ('server logs', 0.27649164)].
eac1a82f6c4ab21ce7780b06e1164c2367076758	Human readable file, language: en.Topics found: [('server logs', 0.5472207), ('meaningful content', 0.14615078), ('meaningful content', 0.14019293)].
eac1d1ef5a150c97c895ba8e8e36ca025df967f6	Not recognized code or console output.
eac4ecf734c0f2c6d9e6d8c47e66f146cece4201	Code in PHP.
eaca48ca1294c5a3ebabff22dcdca3b0414b0ef4	Not recognized code or console output.
eace7b59a865770d1315af0484b5a99a602a042f	Not recognized code or console output.
eacd1619995ffffd207255489832f17c38cb3691	Not recognized code or console output.
eac6de2db6395cbfd80a584da88cf9834c05c505	Human readable file, language: sk.
eac996c4ae39d5ccb7648030fbca645b3870537a	Code in Swift.
eac5b8e0b60e2fbb8558185ae0756ee63c89329a	Not recognized code or console output.
eacad739ffd6b0a663f57c430e506172856ad19a	Code in Ruby.
eaccb134496cf3b0ecfd9cc26ab459279e8c967e	Code in Shell.
eace41c7b16891d37e8737829987dafb5ab99e67	Code in C#.
eaccabe7d04f8217812bee45137fc5fdd8d328ea	Not recognized code or console output.
eac1e643b5a0c536cfd37fec3e1c71650e6affb2	Code in HTML.
eac00ea369183b90b4842c8b91647d5dd939f105	Human readable file, language: en.Topics found: [('online gaming', 0.15344693), ('server logs', 0.808637)].
eacdfa6375a44a696e2abf3eaa2c398352ed8e58	Code in Ruby.
eac1b93924cc6085d8489d11312a4c0839223738	Code in Python.
eac61b60931d6303cf7db9387a4095a1bfdffe51	Human readable file, language: en.Topics found: [('server logs', 0.11612771), ('meaningful content', 0.6962421)].
eacda8e48193d1e079c9277ff1c2f41f73e68c68	Human readable file, language: so.
eac27d5652a0d34381a579fe16ae949e7d0b7a4d	Code in HTML.
eace896c446fbf4936f10c8f7e858bca72168742	Code in SQL.
eac67e7547698a4c194de31db79897e38dda715d	Not recognized code or console output.
eacb98d26aa6f2bb402fd53faa4604958fc6e826	Code in Rust.
eaca9b87352fce1185402e15a326b5b9bb440bd0	Code in Javascript.
eacd2de04d2187c6672dd5e8e4d6504ca3945dfa	Human readable file, language: en.Topics found: [('online gaming', 0.29328027), ('server logs', 0.1771674), ('torrent info', 0.4307898)].
eac564d6a6e889de0459aed067aa4898bc597d08	Code in Shell.
eacdafc972b700fec66caad3aa416de279ce983f	Code in SQL.
eace5d805f1bc93ba7cbed76ca2e715ae7627fd4	Not recognized code or console output.
eac661610adffb225e40cc2ac3fdf792598f0a1b	Human readable file, language: en.Topics found: [('torrent info', 0.9882576)].
eac72d796233e48ce83958a3aca3ab1037fa285d	Not recognized code or console output.
eace581b14425c34edeaa7dbfb459692311f8aa9	Code in SQL.
eac0adb97ed6e26dc0eb2d2bf27186a10ddd1ce2	Code in Java.
eac2a4d38a20f350356d54ce8b8e558eabb7d161	Code in Javascript.
eacb73429731bc6087246edf89ab77dae85b762c	Human readable file, language: it.
eac0df716d5914fee618a4b15f5554938404ee78	Code in Javascript.
eac65942276ccf98fda7ce3de6d2f850cc2a58f5	Human readable file, language: en.Topics found: [('torrent info', 0.15634264), ('torrent info', 0.8396622)].
eacdf2a2c688d1b73de8c54685e33699a2fb1a76	Code in SQL.
eac7d36f0ff69d4da50dec06c500213bba06906b	Code in Python.
eaca3af143628dea77de6068b707d08b6705e1b9	Not recognized code or console output.
eac12bec11e519e117952816870595b7a51f969f	Not recognized code or console output.
eac5714a7a95881bdb87ed6e7f0c5ad4fece31a3	Human readable file, language: en.Topics found: [('server logs', 0.21897285), ('torrent info', 0.22288388), ('torrent info', 0.25435612), ('meaningful content', 0.2339715)].
eac4dd038d9c5a0c0c4666097f422081214f3380	Code in C#.
eac1a42dab1e0dab48c7724bfb8057135d962c47	Human readable file, language: en.Topics found: [('torrent info', 0.8004557), ('torrent info', 0.15563968)].
eaca5899c95df337baa6c62e094d0863a8c0aff5	Human readable file, language: en.Topics found: [('server logs', 0.4063123), ('torrent info', 0.10694589), ('server logs', 0.10532288), ('meaningful content', 0.30093455)].
eace27baa7f34810b8b8f13cda46ed1fef92bcbd	Human readable file, language: en.Topics found: [('server logs', 0.1362492), ('meaningful content', 0.7274632)].
eac1e54f860f8cdcb2bf78e1fd1305e23c6e5fe1	Code in PHP.
eac1b2fded6d17027db346404713a873afd6955d	Code in Python.
eac0433a536de88af26fb67bb852a59a13b66c1b	Human readable file, language: ca.
eacde5bf818c6a9040f55d65348a9651e3435ae2	Code in C++.
eacfcb24443f2d4859c64ca3e43386f187c82e0b	Not recognized code or console output.
eac9f0af418f6181987056983b819d3726ae0b91	Code in Go.
eacfb556d09fa9134f8e93ba97e3e4bc414aa44d	Code in HTML.
eac66932625871f1f198724472e498a39c088245	Not recognized code or console output.
eace5f9b27b02c69d57728106ca4bc26bfdd8480	Human readable file, language: de.
eac94797d3346acb2ba8f3942cb9577921fbd674	Code in CSS.
eacb967391846933bfe5b24a16276028021dcdd9	Code in SQL.
eacb061558b4be9b0c46e716e52eedb2aa5059a5	Not recognized code or console output.
eace2aacdbac17615ec573e5cd6d3b45b87668dd	Not recognized code or console output.
eac616c80eb04ef1b4b6e220c40f53c9474f7c18	Not recognized code or console output.
eac13b6d5a108ecbb1c3a18c47c88e66ccec6a37	Code in C++.
eacb52d38c7a4758416bc52e34e658e64c6e31ca	Code in Go.
eac45a040f1a266b6dabd93871cfbf568f09cc9a	Human readable file, language: en.Topics found: [('server logs', 0.4264572), ('torrent info', 0.14418454), ('server logs', 0.2989015)].
eaceb3450e3720fa7dbae0c137feff8e0ee3836d	Code in Shell.
eac87704c15abd3cec1ff8118e6471087b060878	Not recognized code or console output.
eac8eb6c19c27fb3097f9731bddc163cb0caf8b9	Not recognized code or console output.
eacbc6ae8c49c288a3619f7d8efeb58f945732c4	Not recognized code or console output.
eac8a330655525b93c85338be67cda0694a5119f	Code in C#.
eace92143ac495bcc764d4659aec3a5631f5d302	Code in Go.
eac39ca3f5f119777d0dda0a598003160eda5036	Not recognized code or console output.
eacf6b45926e445007339a66905ba43aab3cbc0a	Code in Ruby.
eacf648dc8168da9dbcac0fbe3b9e45806488ca9	Not recognized code or console output.
eac853e6bc4c7f5fc889c925042c1b6109719484	Code in Python.
eacabec884dae1636d03feba3ca7797e1055baec	Code in SQL.
eac2e7ac11bc01465a71c9f85fa1573090262491	Code in Rust.
eacc5a2d3754aebdc4f793cc7b99f7737b8f6cf5	Human readable file, language: en.Topics found: [('server logs', 0.47369316), ('server logs', 0.37556702)].
eac56f5f0835534f427c9c4abf980d4e855873a4	Human readable file, language: en.Topics found: [('torrent info', 0.9809972)].
eac0308384bd772b12643145c8b6a3bba486686b	Human readable file, language: en.Topics found: [('server logs', 0.2601271), ('meaningful content', 0.6611046)].
eac7854fca21382266b4caf713b5d5215f97f0e5	Human readable file, language: en.Topics found: [('torrent info', 0.6104404), ('server logs', 0.14630048), ('meaningful content', 0.14751695)].
eaccfcba23e8c4c15ae3edac3a69906cca16007f	Code in Python.
eacaa369e7a682ceff43c52368670c29be6f0d07	Code in Javascript.
eacce98cc338e512cff30ffb30617b7e750d7162	Code in SQL.
eacd4e9683e0156c90ebc134f964021bf6c7fd34	Not recognized code or console output.
eac8c292d99a4030bc0a7f45c3dbb4d9b438e2c5	Not recognized code or console output.
eac5fa873232b1988df558a2fd619a219009636f	Code in C.
eac7b45729561921b7b94954fd7cb59c15b239c7	Code in SQL.
eac04945a2ec589c7b2b3c4fc2da4952d8965119	Not recognized code or console output.
eacce52de8e034a4976ce523def8d3e58e2eb754	Code in Shell.
eac4d7cb31bd652e66a5aac9547995b2ea375a10	Human readable file, language: en.Topics found: [('server logs', 0.17363615), ('online gaming', 0.12734073), ('torrent info', 0.26769963), ('torrent info', 0.20954481), ('trading', 0.12779772)].
eac562ec8d1b38610e525acebee069d458b6ecc5	Not recognized code or console output.
eac830961e8523e739e6ad0774a57242e7a366f7	Code in SQL.
eaca241fcdd9d24c02a4e70ea5f8b0a1437398be	Code in Python.
eac397ec81e1d3de39d6346b10918ff7fc181edc	Code in Java.
eacf28164566839957adb38d66728b0ad6d1d97c	Not recognized code or console output.
eac5e7c71ec682c9e54b7c38df83e035a960a648	Code in Perl.
eac44eebc4caf7e7a28f458c2ce9a036302aa46a	Code in PHP.
eacc9256c4242628bc289425b6d4c7f6f09c83e0	Not recognized code or console output.
eac61bd1b26657232a48b9fb7a2a71106da3407c	Code in Shell.
eac931545973c39a3f2487c4960907a71de52cbc	Human readable file, language: it.
eac74c830f6cc2a9e61fa9b0d41d267eb5cd716a	Code in Shell.
eac5c614aa7ba5ee2dc4edab6672b7c35a3b3545	Code in HTML.
eac52c5c84f29741c23e61e0f79c3b6fae8348b0	Code in Python.
eac963d55a177b5ff5f0d11cc8a6de24f4d6b11c	Code in SQL.
eacf610ddfc69ac2bd4c5859e964fd11f2605d43	Code in Scala.
eaccd9181453df46345525f9c3e82089fc83d23d	Code in SQL.
eac72355dbfcf6ef66c8d27e3130250e8f5af2f0	Code in C#.
eacc04bc8b23cf59461965208826a7c45b6d6b6a	Code in CSS.
eac32aa1b6df94dcf2cc422b459288800609b81e	Code in Shell.
eac47162f17594b06601e00a949438fb5a34b0c2	Human readable file, language: es.
eacc37304a503d4bfae12b09b3439e9641ae2036	Code in SQL.
eac4d1556437243abe5f4af0eb33147078e76f70	Code in Python.
eac61c6a73a5d1aeea76f4dd85d1806cfb4d8350	Code in Shell.
eacbeefdb7075f3b4345e7f43188b11d6ad9b39c	Not recognized code or console output.
eace56a835fff80706c878b2fd707fcc94eb1699	Human readable file, language: en.Topics found: [('torrent info', 0.981945)].
eacaf31ba8d808ce054bc03980b20936a475a3a5	Code in Javascript.
eac9fb34bcb941b4fb054113767318a1eb2a9484	Not recognized code or console output.
eacc41695ed5e05a07f8a685fa91c34e75571890	Code in SQL.
eac86fdf1789efe1bed1a8cc36c732274fd09ca1	Human readable file, language: it.
eacf209a4acdb1c789ff81acf1b130d3a60df621	Code in Ruby.
eac2c3f4904bca994a9804f1dec6ca46ce2cee89	Not recognized code or console output.
eac90e005b0a0b74e4f0db31b18f39180ecc0414	Not recognized code or console output.
eaccfc4356ae62400f188a78f1a151a088fa747a	Code in Python.
eacfdf099bef1898344d473d8fe5f30b9f09bc7c	Code in Objective-C.
eac75b8f268448468126fbf311c250e3b739c5c3	Code in SQL.
eac37b90d9b8e29e90756073a670d4ddce2277d8	Human readable file, language: en.Topics found: [('torrent info', 0.9603106)].
eac9013ea01197bf5067c1621a49f896e5a8779b	Not recognized code or console output.
eac64f3eac67e2f04e886939769be144718ebfd2	Code in Java.
eac1ddd5010cafad0fdc1136d0536058c15a95ff	Code in PHP.
eaca43c54bba7c966597ae87d9770d5de20cf1a3	Code in Rust.
eac218e1064b202d2b855e064e8f8545718df50f	Not recognized code or console output.
eacf2974fdf6ec86bd0320601ad35130143da0e6	Human readable file, language: it.
eac9accf255a01ad046f21665305bd1ed9f51e54	Human readable file, language: en.Topics found: [('server logs', 0.45360795), ('meaningful content', 0.477128)].
eac5aee2772a91ac9b74dfc717211ad453f2c2fa	Not recognized code or console output.
eac690be59b01f3a73b4380731ff5c4bea38f21a	Human readable file, language: en.Topics found: [('server logs', 0.42731285), ('meaningful content', 0.5101437)].
eac17aedc7ae03a7971b28a60cba6d10f0a70734	Human readable file, language: pt.
eacb66d3b9da3cae3f1efb250a23b2bd75058c37	Code in C++.
eac44b662c9073aa292621dcc88eb6f75584158a	Code in PHP.
eac631b1d383332089ea6df4240b097e298ded00	Code in Java.
eac317632701bd47e1c207ef85889272de59c41c	Not recognized code or console output.
eacad95948ecdf3b5fe6cad7d6455cc65dd48332	Not recognized code or console output.
eacd44cf551f0714a718142178d6a8917d5591b9	Code in C.
eac4968706dd95866ad65017bcf545e78b3f323f	Code in Javascript.
eac7d718c26f8073e9b754325c863d238cab1cb2	Human readable file, language: en.Topics found: [('server logs', 0.28521582), ('online gaming', 0.113727756), ('server logs', 0.31489807), ('meaningful content', 0.18268123)].
eac57a1edf6291057fcb4965d1d673a11702093b	Not recognized code or console output.
eaca6d50e9600669b9dc25ba469e9a33bcd6f7e9	Code in PHP.
eac247fdb4c9117b52759ef43bba082f4844bb4d	Code in Python.
eac9f5c25c3b4c69fe08f41cd786f9ae8a885e9b	Code in Java.
eac01ca08547dfbb37d1b91749c30e411b9ef3a3	Not recognized code or console output.
eac50b70ea1cedf6a566cad2c9348090a3467306	Not recognized code or console output.
eac0fbdd5094cf807658c0d2139b580958b76f7f	Human readable file, language: en.Topics found: [('meaningful content', 0.8582267)].
eacfe66f657fc68c6711e352462e1f732f1bb345	Code in SQL.
eac53fce3ca10cc8453941bf45b6b5d52989caaa	Code in Swift.
eac403c7e9df9271b040bd98b350d731c7ccae1b	Code in Python.
eac0b6fb175553b8a0d215bbf9beb61f2fe5e3b5	Code in Python.
eac4813acea8b47f371326e980afe89fb7dcd87b	Not recognized code or console output.
eacad4e58af4a7e24ad660438415926f45dc1cab	Not recognized code or console output.
eac03b6bcf19ab5a6c27a4913fdddccc5a7299e9	Code in Javascript.
eacdb702d64167e29f75fc405e7bab92f87a9584	Code in SQL.
eacffdf7c6985ec7444ee51b2f7b796f135c2525	Not recognized code or console output.
eacc3e98283c7dfe19194284de5841e806b870b3	Code in HTML.
eac56e3a59043cf6f49a4085b695554134185880	Code in C++.
eacd9ca9264e3bc0f3b695c0053dd091e7e1ac55	Not recognized code or console output.
eacd62e4d98c9abc7f35ba22fe610cd2e78dc55d	Code in Python.
eac409998cd38a66ed0d009d6657c83a10e8da6f	Code in SQL.
eac64683d0f28304de25cf4c3b72234ad2fc5f84	Code in PHP.
eacac4d983e01d3a42a47164077414d3466654f4	Code in SQL.
eacedb615ae02f6d8bd0901c4b5a7e231393f1d4	Code in PHP.
eac753ae508d38c13bd82c90cf53205ce5cbbc48	Code in Python.
eac24d25bf6f379544b73ba48b0da471c78789e6	Code in C++.
eaca0892f3ddb78ca88bf43b9a71405fc536fa4f	Human readable file, language: en.Topics found: [('meaningful content', 0.9791762)].
eac0522a4bd9f8119b6cfc1992cd5f31b1ab8923	Code in C.
eac5443e087d1702d5afa75ea018d3f596ece814	Code in PHP.
eacf18b0dc1b4b7728fc0049dc65c71fe1e626d3	Code in Shell.
eac111730f75a73146b966fd8decb5bdd4ebfe05	Human readable file, language: en.Topics found: [('server logs', 0.24306871), ('server logs', 0.14158227), ('online gaming', 0.24318644), ('meaningful content', 0.17313598)].
eacf77f1c8e86f498ec13acee458c2241cf4c55b	Not recognized code or console output.
eac305de241deb11c04f496693db27622ad59868	Human readable file, language: en.Topics found: [('server logs', 0.10348404), ('meaningful content', 0.75430214)].
eacf7a00a1e1c87f971631fc1e563d61192fd6ab	Code in SQL.
eacb3b919a6e9c6885347736b8b69a4b6983c769	Human readable file, language: en.Topics found: [('online gaming', 0.11575062), ('server logs', 0.27773625), ('server logs', 0.36640438), ('meaningful content', 0.16028365)].
eac8bd24a45b3a4cc4b139a0f7623f30c5cbea4c	Code in Rust.
eac5c4c66960f3fdb693d8affeb228d18d12b551	Code in SQL.
eac336efb95ba641b927dd605c560d156ab2795f	Code in Python.
eace51768c086f1c31c8ff6fb604872c20c5416c	Human readable file, language: en.Topics found: [('torrent info', 0.7708165)].
eacc3bff01bc5ef12f8d1f9d0956d44fafb8235e	Human readable file, language: en.Topics found: [('server logs', 0.5456431), ('torrent info', 0.16680072), ('server logs', 0.11859877)].
eac951ac3915206839737a4fc741453ee9f6e1be	Not recognized code or console output.
eac414cc98b6dc3c796e6a19cf56cb4d35c5c5c6	Code in C++.
eac52b69bd48f8c5d7a737b492e20179189ea872	Not recognized code or console output.
eace6366e5dae8b1c12b8a531f7cfe491d2cfc24	Code in C.
eac15e327329f98659a8cb0016c7cfc9d2ae4fdc	Code in Java.
eac42072e3aaf2102320c3cf49499d6abb86ca50	Not recognized code or console output.
eacaac68da80fa3bf2c6e7643d79488fdf4bd21a	Code in Shell.
eac0cf046cc2de9f1dfbb4aeb643ca7e6c30cf20	Not recognized code or console output.
eac6497f2c821aee93e3558412ff537b91262360	Human readable file, language: de.
eac2e0771742c81cf63bb6cc7a5a33237c42853e	Code in PHP.
eac66c63d43f8c2c21443d67822662f50d248082	Not recognized code or console output.
eac982cc6e7d8c20e75d47985be9fbb0522a08f0	Human readable file, language: en.Topics found: [('server logs', 0.15789872), ('torrent info', 0.364018), ('torrent info', 0.12497395), ('meaningful content', 0.20357844)].
eacb2315d08549eba12cd5bb83ff3198bb3892a1	Code in Javascript.
eac7d3c5ce222213d2f86ac75b0fd6625beaeb7c	Code in C#.
eacec3d59032f785ccda58fa7355f2b0942d1f36	Code in Objective-C.
eac3c0edddcac31ed5e93abbe719a00ec1523a6a	Code in Ruby.
eac80d4ba73c042843e2cbd7681f8bab96d21637	Human readable file, language: en.Topics found: [('server logs', 0.77248776), ('torrent info', 0.20160758)].
eac707a76d7fc1dc4c5fdda88c4f21bba0cb32c6	Code in CSS.
eac2ec4942a10781114656ad473b51bbd9ab0192	Code in SQL.
eac1407ff3213c9b98684de2ae70e0a3785b9e72	Code in PHP.
eacfc1f73aac16da16e4c577a172ca264146aa84	Code in Python.
eac9395201d30a93db01c60d6b9053533ea8ce71	Not recognized code or console output.
eaca3ad77b14f45f9dd0ea60d9a79a2fa2b1dc0d	Not recognized code or console output.
eac6b579df9639ce2cda454df0f90235052d62e9	Not recognized code or console output.
eacc5122fa575b0522a3cd20180228c1f8ef5c20	Code in Java.
eac2b63d1df99c7b9adcd187b7bf66e6a59ceaaf	Code in C++.
eac88934af08ab818a1e24de71bd1071aec80509	Not recognized code or console output.
eac8891f8c8727c840cc930ec66f7f50cb564eff	Code in Python.
eac020d3d7afaa6148277aaf3352a5be0e765ac9	Not recognized code or console output.
eaca1c7d6d4958648c3202eb7fbb65132b886677	Code in Javascript.
eac5378e2365b1395ed2129fc0041454723e255b	Code in HTML.
eac5ccf485bfefb2d16ad134a51aadbf5a757fca	Code in Java.
eacbe4cd9f54b8b6ecd7f08e1af38fa6ddf281b0	Code in Rust.
eac3c477641e0dd91ae029266ae5153c8688585d	Code in C#.
eacf9e4adadd723ebd3526f7d6294f6aa8720ae3	Code in Javascript.
eacc8d9d6698826618dddf1a357e12887059a2c8	Human readable file, language: ja.
eac1f5d0dfffa161765814e4c1dfaacf040f650b	Not recognized code or console output.
eac6b2ef223532c35a1f469d5d37f6ed164b0e80	Code in SQL.
eacad7ff31dfa5e4b3b4c8fc037297bf2488e291	Not recognized code or console output.
eac065148d367beb96bae48c39b494133cf55184	Not recognized code or console output.
eac5238d2e69983b9c34b130cf27e7b1dbe838b3	Human readable file, language: en.Topics found: [('server logs', 0.13669045), ('meaningful content', 0.7448951)].
eacd246ffe6038688f61fa2ffc2186a8f5802f07	Code in PHP.
eaccf80fa8b03cfe475fcaa77c6334912c986846	Code in CSS.
eac32abc69516826d7a322cf66a9416a973292f6	Code in Python.
eac7e1ed29d53f321696dbe5d311c214f7b4fbe0	Human readable file, language: it.
eac519d5cd74d60269d56421bbce2f3878dcf8e1	Code in Python.
